time,x,y,S1,S2,S3,S4
0.0,0.2,0.3,0.225697,-0.240028,0.161665,-0.045914
0.0,0.3,0.3,0.246468,-0.19167,0.079733,0.089667
0.0,0.4,0.3,0.281423,-0.155266,0.00366,0.228573
0.0,0.5,0.3,0.287279,-0.125483,-0.041631,0.298845
0.0,0.6,0.3,0.239747,-0.098799,-0.042881,0.261152
0.0,0.7,0.3,0.160498,-0.075189,-0.016273,0.156871
0.0,0.8,0.3,0.09003,-0.056215,0.010163,0.060137
0.0,0.9,0.3,0.047684,-0.042278,0.022566,0.007037
0.0,1.0,0.3,0.027957,-0.032311,0.023569,-0.010805
0.0,0.0,0.4,0.294788,-0.39056,0.31704,-0.212883
0.0,0.1,0.4,0.251777,-0.305655,0.232415,-0.126415
0.0,0.2,0.4,0.255762,-0.242042,0.142028,0.007427
0.0,0.3,0.4,0.311507,-0.196026,0.037255,0.205057
0.0,0.4,0.4,0.384755,-0.162188,-0.063827,0.411901
0.0,0.5,0.4,0.407854,-0.13356,-0.120379,0.512764
0.0,0.6,0.4,0.343079,-0.105721,-0.110368,0.444479
0.0,0.7,0.4,0.225536,-0.079545,-0.05875,0.27226
0.0,0.8,0.4,0.120096,-0.058229,-0.009473,0.113478
0.0,0.9,0.4,0.057891,-0.042961,0.015899,0.025147
0.0,1.0,0.4,0.030502,-0.032481,0.021907,-0.006289
0.0,0.0,0.5,0.295934,-0.390637,0.316292,-0.210849
0.0,0.1,0.5,0.256373,-0.305963,0.229413,-0.11826
0.0,0.2,0.5,0.2693,-0.242949,0.133187,0.031445
0.0,0.3,0.5,0.340792,-0.197988,0.018129,0.257014
0.0,0.4,0.5,0.431283,-0.165304,-0.094215,0.494449
0.0,0.5,0.5,0.462145,-0.137197,-0.155838,0.609086
0.0,0.6,0.5,0.389607,-0.108838,-0.140756,0.527027
0.0,0.7,0.5,0.254822,-0.081507,-0.077877,0.324217
0.0,0.8,0.5,0.133634,-0.059136,-0.018315,0.137496
0.0,0.9,0.5,0.062487,-0.043269,0.012897,0.033301
0.0,1.0,0.5,0.031648,-0.032558,0.021158,-0.004256
0.0,0.0,0.6,0.294788,-0.39056,0.31704,-0.212883
0.0,0.1,0.6,0.251777,-0.305655,0.232415,-0.126415
0.0,0.2,0.6,0.255762,-0.242042,0.142028,0.007427
0.0,0.3,0.6,0.311507,-0.196026,0.037255,0.205057
0.0,0.4,0.6,0.384755,-0.162188,-0.063827,0.411901
0.0,0.5,0.6,0.407854,-0.13356,-0.120379,0.512764
0.0,0.6,0.6,0.343079,-0.105721,-0.110368,0.444479
0.0,0.7,0.6,0.225536,-0.079545,-0.05875,0.27226
0.0,0.8,0.6,0.120096,-0.058229,-0.009473,0.113478
0.0,0.9,0.6,0.057891,-0.042961,0.015899,0.025147
0.0,1.0,0.6,0.030502,-0.032481,0.021907,-0.006289
0.0,0.0,0.7,0.292243,-0.390389,0.318702,-0.217398
0.0,0.1,0.7,0.241569,-0.304971,0.239082,-0.144525
0.0,0.2,0.7,0.225697,-0.240028,0.161665,-0.045914
0.0,0.3,0.7,0.246468,-0.19167,0.079733,0.089667
0.0,0.4,0.7,0.281423,-0.155266,0.00366,0.228573
0.0,0.5,0.7,0.287279,-0.125483,-0.041631,0.298845
0.0,0.6,0.7,0.239747,-0.098799,-0.042881,0.261152
0.0,0.7,0.7,0.160498,-0.075189,-0.016273,0.156871
0.0,0.8,0.7,0.09003,-0.056215,0.010163,0.060137
0.0,0.9,0.7,0.047684,-0.042278,0.022566,0.007037
0.0,1.0,0.7,0.027957,-0.032311,0.023569,-0.010805
0.0,0.0,0.8,0.289918,-0.390234,0.320221,-0.221523
0.0,0.1,0.8,0.232247,-0.304347,0.24517,-0.161064
0.0,0.2,0.8,0.198238,-0.238189,0.179598,-0.094631
0.0,0.3,0.8,0.187068,-0.187691,0.118527,-0.015718
0.0,0.4,0.8,0.18705,-0.148944,0.065296,0.06114
0.0,0.5,0.8,0.177158,-0.118107,0.03029,0.103473
0.0,0.6,0.8,0.145374,-0.092478,0.018755,0.093718
0.0,0.7,0.8,0.101098,-0.07121,0.022522,0.051486
0.0,0.8,0.8,0.062571,-0.054376,0.028097,0.011421
0.0,0.9,0.8,0.038361,-0.041653,0.028654,-0.009503
0.0,1.0,0.8,0.025632,-0.032155,0.025087,-0.014929
0.0,0.0,0.9,0.288599,-0.390145,0.321083,-0.223864
0.0,0.1,0.9,0.226953,-0.303992,0.248628,-0.170456
0.0,0.2,0.9,0.182647,-0.237144,0.189781,-0.122292
0.0,0.3,0.9,0.153341,-0.185431,0.140555,-0.075556
0.0,0.4,0.9,0.133464,-0.145355,0.100293,-0.033929
0.0,0.5,0.9,0.114631,-0.113918,0.071127,-0.00746
0.0,0.6,0.9,0.091788,-0.088888,0.053752,-0.001351
0.0,0.7,0.9,0.06737,-0.068951,0.04455,-0.008352
0.0,0.8,0.9,0.04698,-0.053331,0.03828,-0.016241
0.0,0.9,0.9,0.033068,-0.041298,0.032111,-0.018895
0.0,1.0,0.9,0.024312,-0.032067,0.025949,-0.017271
0.0,0.0,1.0,0.288089,-0.390111,0.321415,-0.224768
0.0,0.1,1.0,0.224911,-0.303856,0.249961,-0.174079
0.0,0.2,1.0,0.176631,-0.236741,0.19371,-0.132965
0.0,0.3,1.0,0.140327,-0.18456,0.149055,-0.098645
0.0,0.4,1.0,0.112788,-0.14397,0.113797,-0.070612
0.0,0.5,1.0,0.090505,-0.112302,0.086884,-0.050264
0.0,0.6,1.0,0.071112,-0.087503,0.067256,-0.038034
0.0,0.7,1.0,0.054356,-0.068079,0.053049,-0.031441
0.0,0.8,1.0,0.040964,-0.052928,0.042209,-0.026914
0.0,0.9,1.0,0.031025,-0.041162,0.033445,-0.022518
0.0,1.0,1.0,0.023803,-0.032033,0.026282,-0.018175
0.08,0.0,0.0,0.21550960165196664,-0.3889164555865236,0.29175630554008636,-0.18690471418467416
0.08,0.1,0.0,0.16819621804297533,-0.3026700326014301,0.22676440905587206,-0.14465504249639644
0.08,0.2,0.0,0.1319512317886342,-0.23513061339359426,0.17538014048384945,-0.11022154380562177
0.08,0.3,0.0,0.10457010132135257,-0.1820131087754261,0.13428212325140793,-0.08125598839541094
0.08,0.4,0.0,0.08372521596342504,-0.14035028700138205,0.10166217543103055,-0.057479101843922534
0.08,0.5,0.0,0.06694570058648153,-0.10823754857758253,0.0769541227693439,-0.040347885479176365
0.08,0.6,0.0,0.05254651077955648,-0.08404479424876804,0.059409919464104934,-0.030384614063966673
0.08,0.7,0.0,0.04025330653075278,-0.06586508694632166,0.047122959396055514,-0.02536365123360054
0.08,0.8,0.0,0.030455787997646592,-0.05184330811025284,0.03783983470489782,-0.022020869637397432
0.08,0.9,0.0,0.023145872217915607,-0.040727281208522016,0.030200188696837528,-0.01860455614735018
0.08,1.0,0.0,0.017791467700259474,-0.03186242808381518,0.02381955699403913,-0.015085114127446569
0.08,0.0,0.1,0.21584259651697765,-0.3887124306173918,0.29133262161050333,-0.18606030564957032
0.08,0.1,0.1,0.1695294686980433,-0.30185200366563897,0.22506412861926378,-0.14127090224174407
0.08,0.2,0.1,0.13587916507379189,-0.23272265046919552,0.17036929167403464,-0.10025226903875144
0.08,0.3,0.1,0.11306708731711251,-0.17680323264379122,0.12344184755070847,-0.05968940884730606
0.08,0.4,0.1,0.09722479446702545,-0.13207414813578758,0.08443994388409526,-0.023214848671906416
0.08,0.5,0.1,0.08269781826769242,-0.09858037781981581,0.056858437183925414,-0.00036622082427122636
0.08,0.6,0.1,0.06604608928315689,-0.07576865538317355,0.04218768791716965,0.0038796391080494503
0.08,0.7,0.1,0.04875028128451091,-0.060656214330688484,0.03628357214064281,-0.0037970419790556917
0.08,0.8,0.1,0.0343837212828043,-0.04943534518585412,0.032828985895082985,-0.012051594870527104
0.08,0.9,0.1,0.02447984551661054,-0.03990904665150743,0.02849895438962284,-0.015220417200564405
0.08,1.0,0.1,0.018123759459252167,-0.03165839316646784,0.023394977563600643,-0.014240748841189253
0.08,0.0,0.2,0.2167037761444497,-0.38818483209553384,0.2902333166534404,-0.1838736529151832
0.08,0.1,0.2,0.17298598370466142,-0.2997333306397554,0.2206541862454963,-0.13249819824343476
0.08,0.2,0.2,0.1460587123154632,-0.2264825069119949,0.15738251958207755,-0.0744151257149781
0.08,0.3,0.2,0.135087794712221,-0.16330372793007386,0.0953485759576428,-0.0037969117389208707
0.08,0.4,0.2,0.1322117353379968,-0.11062495126576423,0.03980658042215619,0.06558567449813149
0.08,0.5,0.2,0.12352238966234785,-0.07355305602661921,0.004777071656008713,0.10325227392847229
0.08,0.6,0.2,0.10103302868093075,-0.05432035424443246,-0.002445711785213616,0.09268016970617077
0.08,0.7,0.2,0.07077170302763947,-0.047155716049184906,0.008190307603145847,0.052095468671736055
0.08,0.8,0.2,0.04456320692551189,-0.04319505468102164,0.019842137704059175,0.013786451662543888
0.08,0.9,0.2,0.027935637879601703,-0.03779057924684732,0.024089965886461766,-0.006447711894388514
0.08,1.0,0.2,0.018985591835780552,-0.031129654129191855,0.02229560356303972,-0.012053179355097915
0.08,0.0,0.3,0.21822177950345006,-0.3872534789542543,0.2882962919886001,-0.18002067782824416
0.08,0.1,0.3,0.17907242908656285,-0.29600156732372856,0.21288972920379798,-0.11704969377954988
0.08,0.2,0.3,0.16398696912666064,-0.2154911376553155,0.13451145775532844,-0.02891034328669376
0.08,0.3,0.3,0.1738707223323926,-0.13952768338684385,0.04587251935050509,0.09463941954703024
0.08,0.4,0.3,0.19382892563759957,-0.07285032004809734,-0.03880072082713716,0.2219787804625526
0.08,0.5,0.3,0.1954216386872965,-0.029474236638970086,-0.08694714180142496,0.28574218152512
0.08,0.6,0.3,0.1626501588547673,-0.01654468034785149,-0.08105305289312953,0.2490741714518061
0.08,0.7,0.3,0.10955464041661543,-0.023379563721235452,-0.0412866736897228,0.15053177767933063
0.08,0.8,0.3,0.062491535104477344,-0.03220372458725464,-0.0030297727093541553,0.059290308603174025
0.08,0.9,0.3,0.03402273306416449,-0.03405946687796689,0.01632536732037704,0.009001724177367401
0.08,1.0,0.3,0.02050364555174291,-0.030199451451545883,0.020359543442552863,-0.008201077771016524
0.08,0.0,0.4,0.21988346298575132,-0.38623529643028376,0.2861765892965968,-0.1758033515435318
0.08,0.1,0.4,0.1857373675945652,-0.29191587376566086,0.20438707693632993,-0.10013379939757866
0.08,0.2,0.4,0.18361672365648746,-0.20345673556051255,0.10946781106256279,0.020913520365677098
0.08,0.3,0.4,0.21633538252190265,-0.11349366188690542,-0.00830151634218329,0.20242099690793183
0.08,0.4,0.4,0.2612955088287283,-0.03148952842841299,-0.12487014230436952,0.39321880403673437
0.08,0.5,0.4,0.274146395113534,0.018788282136806916,-0.18737834919710017,0.4855561645335883
0.08,0.6,0.4,0.2301168036448598,0.024815964324201037,-0.16712239827129516,0.42031329181669025
0.08,0.7,0.4,0.15201863956146233,0.0026541052098477264,-0.09545967941273803,0.25831245313880113
0.08,0.8,0.4,0.0821219927403225,-0.020169332440667154,-0.028072523901264336,0.1091142155043914
0.08,0.9,0.4,0.04068696017054174,-0.029972975425120923,0.007822780478228646,0.02591759016076523
0.08,1.0,0.4,0.0221652689082779,-0.029180226248661234,0.01823980089192705,-0.003982855705089968
0.08,0.0,0.5,0.22063164783064362,-0.3857767222235033,0.2852223917445589,-0.17390347493901523
0.08,0.1,0.5,0.18873810138587233,-0.2900761598819887,0.20055850066007785,-0.09251653358852961
0.08,0.2,0.5,0.19245585414965816,-0.1980381579182322,0.09819224056069945,0.04334789036889721
0.08,0.3,0.5,0.23545585739239916,-0.10177188964242906,-0.03269400610775564,0.25095215500097195
0.08,0.4,0.5,0.29167416817633535,-0.012865025511842293,-0.1636253064336715,0.47032389185762113
0.08,0.5,0.5,0.3095935767470394,0.04051951478256702,-0.23260066176702499,0.5755270398597121
0.08,0.6,0.5,0.2604954615192693,0.0434395715094895,-0.2058775986410413,0.4974183870656604
0.08,0.7,0.5,0.1711398370755857,0.01437608307554751,-0.11985312304891681,0.30684360992397464
0.08,0.8,0.5,0.09096113300229754,-0.01475064701366735,-0.03934901908885861,0.13154856322925498
0.08,0.9,0.5,0.0436877555608126,-0.028133408489080605,0.003994280301043301,0.033533952760516614
0.08,1.0,0.5,0.022913525120938263,-0.028721691204793138,0.01728475475322488,-0.0020839045882275874
0.08,0.0,0.6,0.21988346298575132,-0.38623529643028376,0.2861765892965968,-0.1758033515435318
0.08,0.1,0.6,0.1857373675945652,-0.29191587376566086,0.20438707693632993,-0.10013379939757866
0.08,0.2,0.6,0.18361672365648746,-0.20345673556051255,0.10946781106256279,0.020913520365677098
0.08,0.3,0.6,0.21633538252190265,-0.11349366188690542,-0.00830151634218329,0.20242099690793183
0.08,0.4,0.6,0.2612955088287283,-0.03148952842841299,-0.12487014230436952,0.39321880403673437
0.08,0.5,0.6,0.274146395113534,0.018788282136806916,-0.18737834919710017,0.4855561645335883
0.08,0.6,0.6,0.2301168036448598,0.024815964324201037,-0.16712239827129516,0.42031329181669025
0.08,0.7,0.6,0.15201863956146233,0.0026541052098477264,-0.09545967941273803,0.25831245313880113
0.08,0.8,0.6,0.0821219927403225,-0.020169332440667154,-0.028072523901264336,0.1091142155043914
0.08,0.9,0.6,0.04068696017054174,-0.029972975425120923,0.007822780478228646,0.02591759016076523
0.08,1.0,0.6,0.0221652689082779,-0.029180226248661234,0.01823980089192705,-0.003982855705089968
0.08,0.0,0.7,0.21822177950345006,-0.3872534789542543,0.2882962919886001,-0.18002067782824416
0.08,0.1,0.7,0.17907242908656285,-0.29600156732372856,0.21288972920379798,-0.11704969377954988
0.08,0.2,0.7,0.16398696912666064,-0.2154911376553155,0.13451145775532844,-0.02891034328669376
0.08,0.3,0.7,0.1738707223323926,-0.13952768338684385,0.04587251935050509,0.09463941954703024
0.08,0.4,0.7,0.19382892563759957,-0.07285032004809733,-0.038800720827137175,0.2219787804625526
0.08,0.5,0.7,0.1954216386872965,-0.029474236638970086,-0.08694714180142496,0.28574218152512
0.08,0.6,0.7,0.1626501588547673,-0.016544680347851476,-0.08105305289312953,0.2490741714518061
0.08,0.7,0.7,0.10955464041661545,-0.023379563721235452,-0.0412866736897228,0.15053177767933063
0.08,0.8,0.7,0.062491535104477344,-0.03220372458725464,-0.0030297727093541553,0.05929030860317403
0.08,0.9,0.7,0.03402273306416449,-0.03405946687796689,0.016325367320377038,0.009001724177367401
0.08,1.0,0.7,0.02050364555174291,-0.030199451451545883,0.020359543442552863,-0.008201077771016524
0.08,0.0,0.8,0.2167037761444497,-0.38818483209553384,0.2902333166534404,-0.1838736529151832
0.08,0.1,0.8,0.17298598370466142,-0.2997333306397554,0.2206541862454963,-0.13249819824343476
0.08,0.2,0.8,0.1460587123154632,-0.2264825069119949,0.15738251958207755,-0.0744151257149781
0.08,0.3,0.8,0.135087794712221,-0.16330372793007386,0.0953485759576428,-0.0037969117389208724
0.08,0.4,0.8,0.1322117353379968,-0.11062495126576423,0.03980658042215619,0.06558567449813149
0.08,0.5,0.8,0.12352238966234785,-0.07355305602661921,0.00477707165600872,0.10325227392847229
0.08,0.6,0.8,0.10103302868093075,-0.05432035424443246,-0.002445711785213609,0.09268016970617077
0.08,0.7,0.8,0.07077170302763947,-0.04715571604918491,0.008190307603145848,0.052095468671736055
0.08,0.8,0.8,0.04456320692551189,-0.04319505468102164,0.019842137704059175,0.013786451662543886
0.08,0.9,0.8,0.027935637879601703,-0.03779057924684732,0.024089965886461766,-0.006447711894388515
0.08,1.0,0.8,0.018985591835780552,-0.031129654129191855,0.02229560356303972,-0.012053179355097915
0.08,0.0,0.9,0.21584259651697765,-0.3887124306173918,0.29133262161050333,-0.18606030564957032
0.08,0.1,0.9,0.1695294686980433,-0.30185200366563897,0.22506412861926378,-0.14127090224174407
0.08,0.2,0.9,0.13587916507379189,-0.23272265046919552,0.17036929167403464,-0.10025226903875144
0.08,0.3,0.9,0.11306708731711251,-0.17680323264379122,0.12344184755070847,-0.05968940884730606
0.08,0.4,0.9,0.09722479446702545,-0.13207414813578758,0.08443994388409526,-0.023214848671906416
0.08,0.5,0.9,0.08269781826769242,-0.09858037781981581,0.056858437183925414,-0.00036622082427122636
0.08,0.6,0.9,0.06604608928315689,-0.07576865538317355,0.04218768791716965,0.0038796391080494503
0.08,0.7,0.9,0.04875028128451091,-0.060656214330688484,0.03628357214064281,-0.0037970419790556917
0.08,0.8,0.9,0.0343837212828043,-0.04943534518585412,0.032828985895082985,-0.012051594870527104
0.08,0.9,0.9,0.02447984551661054,-0.03990904665150743,0.02849895438962284,-0.015220417200564405
0.08,1.0,0.9,0.018123759459252167,-0.03165839316646784,0.023394977563600643,-0.014240748841189253
0.08,0.0,1.0,0.21550960165196664,-0.3889164555865236,0.29175630554008636,-0.18690471418467416
0.08,0.1,1.0,0.16819621804297533,-0.3026700326014301,0.22676440905587206,-0.14465504249639644
0.08,0.2,1.0,0.1319512317886342,-0.23513061339359426,0.17538014048384945,-0.11022154380562177
0.08,0.3,1.0,0.10457010132135257,-0.1820131087754261,0.13428212325140793,-0.08125598839541094
0.08,0.4,1.0,0.08372521596342504,-0.14035028700138205,0.10166217543103055,-0.057479101843922534
0.08,0.5,1.0,0.06694570058648153,-0.10823754857758253,0.0769541227693439,-0.040347885479176365
0.08,0.6,1.0,0.05254651077955648,-0.08404479424876804,0.059409919464104934,-0.030384614063966673
0.08,0.7,1.0,0.04025330653075278,-0.06586508694632166,0.047122959396055514,-0.02536365123360054
0.08,0.8,1.0,0.030455787997646592,-0.05184330811025284,0.03783983470489782,-0.022020869637397432
0.08,0.9,1.0,0.023145872217915607,-0.040727281208522016,0.030200188696837528,-0.01860455614735018
0.08,1.0,1.0,0.017791467700259474,-0.03186242808381518,0.02381955699403913,-0.015085114127446569
0.16,0.0,0.0,0.16172872654122666,-0.38618670513666925,0.26361148478477064,-0.15489788808775148
0.16,0.1,0.0,0.12618154274617338,-0.30033248157172554,0.2047739105329384,-0.1197939786605727
0.16,0.2,0.0,0.09888060984520597,-0.23274167626094702,0.15806235974654975,-0.09103672057343715
0.16,0.3,0.0,0.07815682883906894,-0.1790825441417724,0.12043442846764331,-0.06664794505847661
0.16,0.4,0.0,0.062321991309999145,-0.13671360107682068,0.09042124875185757,-0.04652403842411991
0.16,0.5,0.0,0.049643037584453376,-0.10437441320679995,0.0678523726684478,-0.03213702112928006
0.16,0.6,0.0,0.038922188143257014,-0.08079380699926374,0.05223980802175967,-0.02406543059134156
0.16,0.7,0.0,0.029886644901322833,-0.06372998536065332,0.04167257218470776,-0.02031874129111892
0.16,0.8,0.0,0.022707615956825692,-0.05070983920375102,0.03377335782120044,-0.017927106157858592
0.16,0.9,0.0,0.01732031466520239,-0.04018394392214597,0.027147654325699978,-0.015310644634577457
0.16,1.0,0.0,0.013339970320584586,-0.03157832364618615,0.021489061075641133,-0.012476491462204718
0.16,0.0,0.1,0.16194045597466905,-0.38578566601834186,0.26312134889204364,-0.15411482563881237
0.16,0.1,0.1,0.12702925071423168,-0.29872475328719195,0.2028074473148296,-0.11665571058083103
0.16,0.2,0.1,0.10137807115936823,-0.22800693904542618,0.15226750412479664,-0.08179182664285697
0.16,0.3,0.1,0.08355934882681881,-0.16883923601444487,0.10789819013894857,-0.046648460566038275
0.16,0.4,0.1,0.07090522735237395,-0.12044045447180012,0.07050445285706819,-0.01474951278446095
0.16,0.5,0.1,0.0596584697029415,-0.08538587360869343,0.04461247894539981,0.00493948274834579
0.16,0.6,0.1,0.04750542418563181,-0.06452066039424317,0.0323230121269703,0.0077090950483174065
0.16,0.7,0.1,0.035289144887621346,-0.05348766860941385,0.029137117088290802,-0.0003192029559966401
0.16,0.8,0.1,0.025205077270987954,-0.04597510198823018,0.02797850219944733,-0.008682212227278423
0.16,0.9,0.1,0.01816854748936728,-0.038575858134836306,0.02518029553811993,-0.012172385359963194
0.16,1.0,0.1,0.013551209954161335,-0.03117725424037275,0.020998121297837246,-0.01169350284468715
0.16,0.0,0.2,0.16248800117398488,-0.3847476555735135,0.261850064345054,-0.15208704841703086
0.16,0.1,0.2,0.12922696047174112,-0.29455850629702685,0.1977076590390945,-0.10852047581109989
0.16,0.2,0.2,0.10785039961321294,-0.21573650975881384,0.13724886719094845,-0.05783206653090822
0.16,0.3,0.2,0.09756044116134203,-0.14229479138836687,0.07540947568042217,0.005182747756144116
0.16,0.4,0.2,0.09315052088056097,-0.07826591343006006,0.018887713441384388,0.06759856429142456
0.16,0.5,0.2,0.08561537751708054,-0.03617474661631087,-0.015617568760820353,0.10102881053248954
0.16,0.6,0.2,0.06975071524048793,-0.022346916833460226,-0.01929379378370981,0.0900571846486124
0.16,0.7,0.2,0.04929074702346155,-0.02694226289473372,-0.0033515767174365114,0.05151202535492334
0.16,0.8,0.2,0.03167730713560533,-0.0337044061758705,0.012959733287698899,0.015278359593043836
0.16,0.9,0.2,0.020365732390770143,-0.034409968647447324,0.020081402831856127,-0.004037141785104657
0.16,1.0,0.2,0.014099166365566823,-0.030138016181194945,0.019726725425746508,-0.009664893925794518
0.16,0.0,0.3,0.16345315741230512,-0.38291709241566213,0.2596101210963367,-0.14851407430002345
0.16,0.1,0.3,0.13309682770454584,-0.2872212541577276,0.1887282758409851,-0.09419447190116996
0.16,0.2,0.3,0.11924943946545487,-0.1941248121466565,0.11079922864806338,-0.015633770189224093
0.16,0.3,0.3,0.12221924734060836,-0.09554451542916909,0.01819222278873196,0.09646648129150354
0.16,0.4,0.3,0.1323277175499405,-0.003990303435888687,-0.07201852654562052,0.21262778378309102
0.16,0.5,0.3,0.13133008296619014,0.05049577246236904,-0.12169297336637225,0.2702585699103138
0.16,0.6,0.3,0.10892781579397104,0.051929757167415574,-0.11020009925361866,0.23508720332424288
0.16,0.7,0.3,0.07394957073084837,0.019808206959595058,-0.06056967933640081,0.14279571757200832
0.16,0.8,0.3,0.04307646310519503,-0.012092781194329515,-0.01349062300456002,0.05747580290807999
0.16,0.9,0.3,0.02423600588900266,-0.02707308385571274,0.011101775318652968,0.010289718870755318
0.16,1.0,0.3,0.015064401191663085,-0.028308710925178983,0.017487697387207197,-0.006092677674476657
0.16,0.0,0.4,0.16450970628987177,-0.38091455159595095,0.2571587159334221,-0.14460316347356628
0.16,0.1,0.4,0.13733452137694746,-0.27918745335084294,0.17889535205960072,-0.07850772954865555
0.16,0.2,0.4,0.13173033473033766,-0.170461845725226,0.0818374553716456,0.030569747096834327
0.16,0.3,0.4,0.14921892677957357,-0.04435518125354651,-0.04445779918082759,0.19641635754925452
0.16,0.4,0.4,0.1752240130433619,0.07733654961316654,-0.17155444674573095,0.371425084880676
0.16,0.5,0.4,0.18138452710604563,0.1453932986919352,-0.237837791279022,0.4555535894440947
0.16,0.6,0.4,0.15182420987661982,0.13325634369072348,-0.20973588747582889,0.39388369271345436
0.16,0.7,0.4,0.10094882390293441,0.07099691710669429,-0.12321867375858883,0.2427447909265132
0.16,0.8,0.4,0.05555784816994349,0.011570154939615052,-0.042451592395900906,0.10367939402555994
0.16,0.9,0.4,0.028473194706749125,-0.019038649175516058,0.0012689638744620762,0.025976416185713173
0.16,1.0,0.4,0.016120853953333278,-0.026305106098763402,0.015036226741388712,-0.002180967664055489
0.16,0.0,0.5,0.1649853638989198,-0.3800126518322453,0.25605507674540073,-0.14284134277807717
0.16,0.1,0.5,0.13924239259022925,-0.27556996669892037,0.17446776531604655,-0.07144397193347402
0.16,0.2,0.5,0.13735041109199536,-0.1598072724549371,0.06879756269552847,0.05137400501891262
0.16,0.3,0.5,0.1613760021196444,-0.021306659987351206,-0.07266687712829076,0.24142113536875298
0.16,0.4,0.5,0.19453925703131814,0.11395673543596085,-0.2163732056380113,0.4429275272936865
0.16,0.5,0.5,0.20392239606918455,0.18812309075893607,-0.29013547449663213,0.5389869579031097
0.16,0.6,0.5,0.1711394513912451,0.16987573203256073,-0.25455471286310544,0.4653861476508743
0.16,0.7,0.5,0.11310642409911172,0.0940457958756656,-0.1514286472755233,0.2877495599408842
0.16,0.8,0.5,0.06117794205972166,0.022224922105034954,-0.055492334799292116,0.12448361062936379
0.16,0.9,0.5,0.030381164509258284,-0.015421429049340803,-0.003158490891191865,0.03303936209252119
0.16,1.0,0.5,0.016596627679729088,-0.025403278965674105,0.013931869803993394,-0.00041999999521435006
0.16,0.0,0.6,0.16450970628987177,-0.38091455159595095,0.2571587159334221,-0.14460316347356628
0.16,0.1,0.6,0.13733452137694746,-0.27918745335084294,0.17889535205960072,-0.07850772954865555
0.16,0.2,0.6,0.13173033473033766,-0.170461845725226,0.0818374553716456,0.030569747096834327
0.16,0.3,0.6,0.14921892677957357,-0.04435518125354651,-0.04445779918082759,0.19641635754925452
0.16,0.4,0.6,0.1752240130433619,0.07733654961316654,-0.17155444674573095,0.371425084880676
0.16,0.5,0.6,0.18138452710604563,0.1453932986919352,-0.237837791279022,0.4555535894440947
0.16,0.6,0.6,0.15182420987661982,0.13325634369072348,-0.20973588747582889,0.39388369271345436
0.16,0.7,0.6,0.10094882390293441,0.07099691710669429,-0.12321867375858883,0.2427447909265132
0.16,0.8,0.6,0.05555784816994349,0.011570154939615052,-0.042451592395900906,0.10367939402555994
0.16,0.9,0.6,0.028473194706749125,-0.019038649175516058,0.0012689638744620762,0.025976416185713173
0.16,1.0,0.6,0.016120853953333278,-0.026305106098763402,0.015036226741388712,-0.002180967664055489
